web-scraper-order,web-scraper-start-url,archetype_link,archetype_link-href,winrate,deck,deck-href,cards
"1665775867-8644","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","2
 Mountain"
"1665775867-8645","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","2
 Arid Mesa"
"1665775867-8646","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","2
 Dwarven Mine"
"1665775867-8647","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","2
 Misty Rainforest"
"1665775867-8648","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","3
 Steam Vents"
"1665775867-8649","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","3
 Island"
"1665775867-8650","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Polluted Delta"
"1665775867-8651","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Scalding Tarn"
"1665775867-8652","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","1
 Flusterstorm"
"1665775867-8653","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","1
 Spell Pierce"
"1665775867-8654","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","2
 Abrade"
"1665775867-8655","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","3
 Dress Down"
"1665775867-8656","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Blood Moon"
"1665775867-8657","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Leyline of the Void"
"1665775873-8658","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","3
 Omnath, Locus of Creation"
"1665775873-8659","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","4
 Solitude"
"1665775873-8660","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Chalice of the Void"
"1665775873-8661","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Force of Negation"
"1665775873-8662","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Memory Deluge"
"1665775873-8663","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","4
 Counterspell"
"1665775873-8664","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Supreme Verdict"
"1665775873-8665","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","3
 Expressive Iteration"
"1665775873-8666","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","4
 Prismatic Ending"
"1665775873-8667","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Jace, the Mind Sculptor"
"1665775873-8668","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Teferi, Hero of Dominaria"
"1665775873-8669","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","4
 Teferi, Time Raveler"
"1665775873-8670","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","4
 Wrenn and Six"
"1665775873-8671","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Breeding Pool"
"1665775873-8672","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Windswept Heath"
"1665775873-8673","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Temple Garden"
"1665775873-8674","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Stomping Ground"
"1665775873-8675","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Steam Vents"
"1665775873-8676","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Spara's Headquarters"
"1665775873-8677","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Scalding Tarn"
"1665775873-8678","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Sacred Foundry"
"1665775873-8679","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Raugrin Triome"
"1665775873-8680","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Plains"
"1665775873-8681","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Boseiju, Who Endures"
"1665775873-8682","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Lonely Sandbar"
"1665775873-8683","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Hallowed Fountain"
"1665775873-8684","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Forest"
"1665775873-8685","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Island"
"1665775873-8686","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","4
 Flooded Strand"
"1665775873-8687","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","4
 Misty Rainforest"
"1665775873-8688","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Supreme Verdict"
"1665775873-8689","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Kaheera, the Orphanguard"
"1665775873-8690","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","1
 Boseiju, Who Endures"
"1665775873-8691","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Dress Down"
"1665775873-8692","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Dovin's Veto"
"1665775873-8693","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Endurance"
"1665775873-8694","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Hallowed Moonlight"
"1665775873-8695","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Mystical Dispute"
"1665775873-8696","https://mtgdecks.net/Modern/metagame:last-year","Omnath Control","https://mtgdecks.net/Modern/omnath-control","N/A","Modern 4C Control","https://mtgdecks.net/Modern/modern-4c-control-decklist-by-a969152504-1476256","2
 Veil of Summer"
"1665775877-8697","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","2
 Amulet of Vigor"
"1665775877-8698","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","4
 Mishra's Bauble"
"1665775877-8699","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","4
 Wishclaw Talisman"
"1665775877-8700","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","1
 Spoils of the Vault"
"1665775877-8701","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","3
 Pact of Negation"
"1665775877-8702","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","3
 Consider"
"1665775877-8703","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","4
 Twiddle"
"1665775877-8704","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","4
 Dream's Grip"
"1665775877-8705","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","4
 Otherworldly Gaze"
"1665775877-8706","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","1
 Tome Scour"
"1665775877-8707","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","4
 Inquisition of Kozilek"
"1665775877-8708","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","4
 Wish"
"1665775877-8709","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","3
 Underworld Breach"
"1665775877-8710","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","1
 Otawara, Soaring City"
"1665775877-8711","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","1
 Misty Rainforest"
"1665775877-8712","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","1
 Steam Vents"
"1665775877-8713","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","1
 Island"
"1665775877-8714","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","1
 Flooded Strand"
"1665775877-8715","https://mtgdecks.net/Modern/metagame:last-year","Lotus Breach Combo","https://mtgdecks.net/Modern/lotus-breach-combo","68%","Grixis Breach","https://mtgdecks.net/Modern/grixis-breach-decklist-by-pl-1467984","2
 Watery Grave"
